	0	1
0	0.09091322	0.90908676
1	0.045130987	0.954869
2	0.15399258	0.84600735
3	0.056149617	0.9438504
4	0.16627486	0.83372515
5	0.058545515	0.94145447
6	0.0058618276	0.9941381
7	0.05720518	0.9427948
8	0.120146446	0.87985355
9	0.03606043	0.96393955
10	0.07558607	0.9244139
11	0.018868698	0.9811313
12	0.25901958	0.7409804
13	0.29320502	0.706795
14	0.04554644	0.9544535
15	0.082641855	0.9173581
16	0.15861347	0.84138656
17	0.007980925	0.9920191
18	0.011012443	0.9889875
19	0.04941523	0.9505847
20	0.035664484	0.9643355
21	0.09567185	0.90432817
22	0.053419143	0.9465808
23	0.048708566	0.95129144
24	0.043292742	0.95670724
25	0.14416638	0.8558336
26	0.09272446	0.90727556
27	0.042986885	0.9570131
28	0.1480805	0.85191953
29	0.008255943	0.9917441
30	0.07311565	0.9268843
31	0.08733039	0.9126696
32	0.007190339	0.99280965
33	0.020807162	0.97919285
34	0.07945572	0.92054427
35	0.010062496	0.98993754
36	0.5732036	0.42679638
37	0.49746862	0.50253135
38	0.0068851006	0.9931149
39	0.029778654	0.9702214
40	0.024949882	0.97505015
41	0.05365252	0.94634753
42	0.01642112	0.9835789
43	0.087281264	0.9127187
44	0.0069353767	0.9930647
45	0.0065051266	0.9934949
46	0.007003858	0.99299616
47	0.04882023	0.95117974
48	0.033749886	0.9662502
49	0.11017337	0.8898266
50	0.00546095	0.9945391
51	0.74405205	0.255948
52	0.03802262	0.96197736
53	0.13117196	0.86882806
54	0.07604132	0.92395866
55	0.12945856	0.87054145
56	0.3859618	0.6140382
57	0.053959854	0.94604015
58	0.059626207	0.9403738
59	0.07224856	0.9277514
60	0.005822311	0.9941777
61	0.006125727	0.99387425
62	0.4715188	0.52848125
63	0.11880059	0.8811994
64	0.008119749	0.99188024
65	0.5452883	0.45471162
66	0.18607683	0.8139232
67	0.034015518	0.96598446
68	0.07216618	0.92783386
69	0.05227367	0.9477263
70	0.006158033	0.993842
71	0.20165327	0.79834676
72	0.028562086	0.9714379
73	0.010999633	0.9890003
74	0.19322532	0.8067747
75	0.03284039	0.9671596
76	0.029363617	0.9706363
77	0.020554857	0.97944516
78	0.13545355	0.8645465
79	0.0064012283	0.9935988
80	0.07721626	0.92278373
81	0.06548198	0.934518
82	0.5368756	0.46312436
83	0.010929346	0.98907065
84	0.69835025	0.3016497
85	0.090658784	0.9093412
86	0.063598566	0.9364014
87	0.5096344	0.49036565
88	0.06781638	0.9321837
89	0.4234743	0.5765256
90	0.12780674	0.8721932
91	0.014625467	0.98537457
92	0.046458095	0.95354193
93	0.006849384	0.99315065
94	0.31907183	0.68092823
95	0.7651671	0.23483296
96	0.014603726	0.9853963
97	0.007106394	0.99289364
98	0.06989626	0.9301038
99	0.097256854	0.90274316
100	0.4111819	0.5888181
101	0.05870267	0.9412973
102	0.10975105	0.890249
103	0.13781479	0.8621851
104	0.1235202	0.87647986
105	0.7921366	0.20786335
106	0.03894118	0.96105886
107	0.21498904	0.78501093
108	0.008293642	0.9917064
109	0.052167017	0.94783294
110	0.49929538	0.50070465
111	0.73248273	0.2675173
112	0.01947546	0.98052454
113	0.08765101	0.912349
114	0.037257556	0.96274245
115	0.057553645	0.9424464
116	0.20334306	0.79665697
117	0.10104241	0.89895755
118	0.1691306	0.83086944
119	0.11612255	0.88387746
120	0.043648433	0.9563516
121	0.11693023	0.88306975
122	0.018567137	0.98143286
123	0.7678131	0.2321869
124	0.2541572	0.7458429
125	0.2364718	0.7635282
126	0.298175	0.70182496
127	0.2002582	0.79974174
128	0.7247958	0.27520415
129	0.051928602	0.9480714
130	0.24780606	0.7521939
131	0.12743974	0.8725603
132	0.07073363	0.92926633
133	0.08187945	0.91812056
134	0.013298635	0.9867013
135	0.07027706	0.9297229
136	0.094274506	0.90572554
137	0.026386082	0.9736139
138	0.61627454	0.3837255
139	0.0052580177	0.9947419
140	0.09075673	0.9092432
141	0.13317284	0.86682713
142	0.08988054	0.91011953
143	0.10735867	0.89264137
144	0.020272156	0.9797278
145	0.056836415	0.9431636
146	0.2456939	0.7543061
147	0.08870351	0.9112965
148	0.12598942	0.8740105
149	0.09352488	0.9064751
150	0.35300347	0.6469965
151	0.061136562	0.93886346
152	0.10420799	0.89579207
153	0.09488951	0.9051105
154	0.006335847	0.99366415
155	0.043139677	0.95686036
156	0.79730797	0.20269206
157	0.3524955	0.64750457
158	0.11658072	0.88341933
159	0.11059517	0.8894048
160	0.09291586	0.90708417
161	0.76167464	0.23832533
162	0.05009599	0.949904
163	0.048445683	0.95155436
164	0.19788423	0.8021158
165	0.06537238	0.9346276
166	0.08322504	0.9167749
167	0.0065786685	0.9934214
168	0.04199601	0.958004
169	0.19484496	0.8051551
170	0.120891266	0.8791088
171	0.7430673	0.2569327
172	0.027484056	0.9725159
173	0.49600992	0.5039901
174	0.5792894	0.4207106
175	0.11844001	0.88156
176	0.08692023	0.91307974
177	0.10502895	0.894971
178	0.022473902	0.9775261
179	0.009635599	0.9903644
180	0.10323713	0.8967629
181	0.0053270557	0.99467295
182	0.038625006	0.96137494
183	0.014720624	0.98527944
184	0.34943986	0.6505601
185	0.24408272	0.7559173
186	0.66035247	0.33964753
187	0.08279707	0.91720295
188	0.008279287	0.9917207
189	0.2875639	0.7124361
190	0.026367214	0.9736328
191	0.18123013	0.8187698
192	0.15637632	0.84362376
193	0.15551445	0.8444856
194	0.10642212	0.8935779
195	0.09761153	0.9023885
196	0.22363698	0.77636296
197	0.034789767	0.9652102
198	0.01031429	0.9896857
199	0.0072071096	0.99279296
200	0.122208536	0.87779146
201	0.043648038	0.956352
202	0.11706166	0.8829383
203	0.08364534	0.9163547
204	0.46264532	0.53735465
205	0.13856027	0.86143976
206	0.20981659	0.7901834
207	0.15024962	0.84975034
208	0.0123481965	0.9876518
209	0.04037052	0.9596295
210	0.6781988	0.3218012
211	0.018850945	0.9811491
212	0.03543579	0.96456426
213	0.030845763	0.9691543
214	0.31225207	0.68774796
215	0.052643966	0.947356
216	0.8037686	0.19623144
217	0.010811485	0.9891885
218	0.05443761	0.9455624
219	0.022796452	0.9772035
220	0.017892778	0.9821072
221	0.20178564	0.7982144
222	0.23759273	0.7624073
223	0.79111975	0.20888032
224	0.035190396	0.96480954
225	0.13096116	0.8690389
226	0.08195345	0.91804653
227	0.08531993	0.9146801
228	0.38479415	0.6152058
229	0.19435027	0.80564976
230	0.16512077	0.8348793
231	0.12835675	0.8716432
232	0.11858907	0.8814109
233	0.33379245	0.66620755
234	0.10370119	0.89629877
235	0.0638605	0.9361396
236	0.057636842	0.9423632
237	0.12786557	0.87213445
238	0.43477446	0.56522554
239	0.19166939	0.80833066
240	0.06389428	0.9361057
241	0.096227676	0.90377235
242	0.009905099	0.9900949
243	0.1866698	0.8133302
244	0.100696705	0.8993033
245	0.17469928	0.8253007
246	0.07236448	0.9276355
247	0.06785841	0.9321416
248	0.11344287	0.8865571
249	0.00635331	0.99364674
250	0.00914364	0.9908564
251	0.030803489	0.9691965
252	0.054124404	0.9458755
253	0.5422915	0.45770848
254	0.058346827	0.9416532
255	0.26953903	0.730461
256	0.015254602	0.98474544
257	0.3977359	0.6022641
258	0.007815208	0.9921848
259	0.13494834	0.8650516
260	0.033279445	0.9667205
261	0.15127414	0.84872586
262	0.073538065	0.92646194
263	0.33277753	0.6672225
264	0.13099132	0.8690087
265	0.32019198	0.679808
266	0.08237339	0.91762656
267	0.03118286	0.9688172
268	0.23901094	0.760989
269	0.417147	0.582853
270	0.1552161	0.8447839
271	0.036970176	0.9630298
272	0.13501194	0.864988
273	0.11553209	0.88446784
274	0.39694992	0.60305005
275	0.142124	0.85787594
276	0.04638139	0.9536186
277	0.012493318	0.98750675
278	0.09705506	0.902945
279	0.109610915	0.890389
280	0.06404305	0.93595695
281	0.067504086	0.9324959
282	0.032865014	0.967135
283	0.045012325	0.9549877
284	0.2115802	0.78841984
285	0.08956911	0.91043085
286	0.7460212	0.25397876
287	0.07352384	0.9264762
288	0.06062309	0.93937695
289	0.09381225	0.9061877
290	0.07748197	0.9225181
291	0.14938219	0.8506179
292	0.07602037	0.92397964
293	0.1153074	0.88469255
294	0.007152681	0.9928474
295	0.105193794	0.8948062
296	0.50889117	0.49110878
297	0.073905945	0.92609406
298	0.13964704	0.86035293
299	0.14490008	0.8550999
300	0.055682544	0.94431746
301	0.09207706	0.907923
302	0.418598	0.581402
303	0.5536859	0.44631407
304	0.1316827	0.86831737
305	0.040957086	0.95904285
306	0.35812923	0.6418708
307	0.75091577	0.24908419
308	0.08523987	0.9147601
309	0.08374563	0.91625434
310	0.1642351	0.8357649
311	0.16057411	0.8394259
312	0.75846076	0.24153927
313	0.31690466	0.68309534
314	0.14047015	0.85952985
315	0.052860964	0.9471391
316	0.07459664	0.9254033
317	0.23473075	0.7652693
318	0.06813673	0.93186325
319	0.158409	0.841591
320	0.0072913687	0.9927086
321	0.1498486	0.8501514
322	0.6523209	0.3476791
323	0.0307322	0.96926785
324	0.06050418	0.93949586
325	0.08873961	0.91126037
326	0.108675815	0.89132416
327	0.19111507	0.8088849
328	0.17514618	0.8248538
329	0.07933344	0.9206665
330	0.113193035	0.886807
331	0.15885259	0.84114736
332	0.7734911	0.22650898
333	0.015887376	0.98411256
334	0.08924217	0.91075784
335	0.17795818	0.8220418
336	0.08341284	0.9165871
337	0.03467707	0.9653229
338	0.24824554	0.7517544
339	0.2104217	0.7895783
340	0.010782773	0.9892173
341	0.01703376	0.9829662
342	0.060744762	0.93925524
343	0.067304455	0.93269557
344	0.04866114	0.9513388
345	0.3671132	0.63288677
346	0.17334993	0.82665
347	0.14739521	0.8526048
348	0.2729228	0.7270772
349	0.79998964	0.2000104
350	0.021037934	0.978962
351	0.051982246	0.9480177
352	0.21342061	0.7865794
353	0.10630467	0.89369535
354	0.19600438	0.8039956
355	0.08418402	0.915816
356	0.6958381	0.30416194
357	0.19110149	0.80889845
358	0.12687583	0.8731241
359	0.03230217	0.96769786
360	0.006437819	0.9935622
361	0.15887229	0.8411277
362	0.020251123	0.9797489
363	0.19029306	0.809707
364	0.15551779	0.8444822
365	0.022801654	0.97719836
366	0.116184324	0.88381565
367	0.01190279	0.9880972
368	0.5371603	0.46283972
369	0.6505843	0.34941575
370	0.121808276	0.87819165
371	0.0051657064	0.9948343
372	0.007143729	0.99285626
373	0.09171726	0.90828276
374	0.0060502747	0.9939498
375	0.0058030575	0.9941969
376	0.06346652	0.93653345
377	0.026196513	0.97380346
378	0.039801363	0.9601986
379	0.20320234	0.7967977
380	0.013358818	0.9866412
381	0.09528525	0.9047147
382	0.0695943	0.9304056
383	0.031354234	0.96864575
384	0.51845163	0.48154837
385	0.24445556	0.7555444
386	0.062835455	0.9371646
387	0.08700332	0.91299665
388	0.15517291	0.8448271
389	0.3089173	0.6910827
390	0.65970176	0.3402982
391	0.0894913	0.91050875
392	0.1468841	0.85311586
393	0.10835123	0.8916487
394	0.11470461	0.88529545
395	0.087837085	0.91216296
396	0.06760534	0.9323946
397	0.095886186	0.90411377
398	0.7620136	0.23798634
399	0.72239226	0.2776077
400	0.03736034	0.9626397
401	0.25526062	0.74473935
402	0.15774806	0.84225196
403	0.23077616	0.7692238
404	0.46542472	0.5345752
405	0.7947164	0.20528357
406	0.0894475	0.9105525
407	0.10538543	0.89461464
408	0.17646925	0.8235308
409	0.040270437	0.9597295
410	0.21754447	0.78245556
411	0.057179194	0.94282085
412	0.29071394	0.7092861
413	0.0056119147	0.99438804
414	0.52154315	0.47845688
415	0.13373905	0.866261
416	0.038726542	0.9612735
417	0.06349377	0.93650615
418	0.030221686	0.96977836
419	0.7101884	0.28981164
420	0.060608264	0.9393918
421	0.07976208	0.9202379
422	0.183791	0.816209
423	0.22248228	0.77751774
424	0.10606619	0.89393383
425	0.13660613	0.8633939
426	0.14563283	0.85436714
427	0.021607408	0.9783926
428	0.37326562	0.6267344
429	0.0065617184	0.9934383
430	0.16270456	0.8372954
431	0.109107606	0.8908924
432	0.69397783	0.30602217
433	0.01846541	0.9815346
434	0.17377928	0.8262207
435	0.1672479	0.83275205
436	0.18315005	0.81684995
437	0.16285326	0.83714676
438	0.70991504	0.290085
439	0.73292285	0.2670771
440	0.16980547	0.8301946
441	0.11277795	0.88722205
442	0.18730235	0.81269765
443	0.786675	0.21332496
444	0.12670173	0.8732983
445	0.22897299	0.771027
446	0.0058494806	0.99415046
447	0.37069702	0.62930304
448	0.56643933	0.43356067
449	0.1894553	0.81054467
450	0.26293436	0.7370656
451	0.43416065	0.56583935
452	0.07028012	0.9297199
453	0.729665	0.270335
454	0.077103175	0.92289686
455	0.026154803	0.9738452
456	0.40844613	0.59155387
457	0.07672934	0.92327064
458	0.10095828	0.8990418
459	0.007769821	0.99223024
460	0.21001288	0.78998715
461	0.10198243	0.8980175
462	0.1599121	0.8400879
463	0.22463739	0.7753626
464	0.57902944	0.42097053
465	0.07914544	0.9208546
466	0.21755609	0.78244394
467	0.030299617	0.96970034
468	0.042804696	0.95719534
469	0.03653258	0.96346736
470	0.07567771	0.92432237
471	0.5171379	0.4828622
472	0.0064316913	0.99356836
473	0.1281735	0.87182647
474	0.059120923	0.9408791
475	0.0340741	0.96592593
476	0.035045795	0.96495414
477	0.5831584	0.41684163
478	0.013652724	0.98634726
479	0.7048983	0.29510167
480	0.13187347	0.8681266
481	0.07611318	0.92388684
482	0.3673248	0.6326752
483	0.79369044	0.2063095
484	0.13790916	0.8620909
485	0.24087946	0.7591205
486	0.5180151	0.4819849
487	0.15320276	0.8467972
488	0.50921714	0.49078286
489	0.19592676	0.8040732
490	0.21933265	0.78066736
491	0.1686973	0.8313027
492	0.12302714	0.8769728
493	0.51394504	0.486055
494	0.78360754	0.21639244
495	0.119829185	0.8801708
496	0.60773546	0.39226452
497	0.1495879	0.85041213
498	0.026858319	0.97314173
499	0.05540956	0.9445904
500	0.28423208	0.7157679
501	0.65843666	0.34156334
502	0.3881833	0.61181664
503	0.016862314	0.9831377
504	0.7021136	0.29788637
505	0.4826562	0.51734376
506	0.11862306	0.8813769
507	0.23447591	0.765524
508	0.12066614	0.8793339
509	0.32552817	0.67447186
510	0.17624299	0.82375705
511	0.73219687	0.26780316
512	0.4249285	0.5750716
513	0.33330762	0.66669244
514	0.19463271	0.8053673
515	0.073472105	0.92652786
516	0.071998805	0.92800117
517	0.81889105	0.18110889
518	0.81953543	0.18046458
519	0.07838399	0.921616
520	0.113496415	0.8865035
521	0.119373515	0.88062644
522	0.3361779	0.66382205
523	0.15526557	0.84473443
524	0.11527982	0.8847202
525	0.10607182	0.89392823
526	0.08573573	0.91426426
527	0.010598309	0.98940176
528	0.38880196	0.611198
529	0.06616735	0.9338327
530	0.19312711	0.8068729
531	0.33354962	0.6664504
532	0.81035054	0.18964945
533	0.13844228	0.8615578
534	0.16440731	0.8355926
535	0.05687862	0.9431214
536	0.29537904	0.70462096
537	0.19330023	0.80669975
538	0.43403056	0.5659694
539	0.14151315	0.85848683
540	0.7666249	0.23337509
541	0.15481275	0.8451873
542	0.062475268	0.9375248
543	0.2679411	0.7320589
544	0.20950128	0.79049873
545	0.09788036	0.9021196
546	0.08488194	0.91511804
547	0.79119146	0.20880859
548	0.28637692	0.7136231
549	0.15710855	0.8428915
550	0.4962154	0.50378454
551	0.33850762	0.66149235
552	0.08730827	0.9126917
553	0.5425194	0.4574807
554	0.050537456	0.94946253
555	0.10936646	0.8906335
556	0.17416625	0.8258338
557	0.016814072	0.9831859
558	0.25161585	0.7483842
559	0.23752524	0.7624747
560	0.043254487	0.9567455
561	0.8037331	0.19626696
562	0.0495089	0.95049113
563	0.1424255	0.85757446
564	0.03436653	0.9656335
565	0.20992011	0.79007995
566	0.121482864	0.87851715
567	0.38097885	0.6190211
568	0.03763246	0.9623676
569	0.5861541	0.4138459
570	0.33480647	0.66519356
571	0.1288954	0.87110454
572	0.04775974	0.9522402
573	0.11427073	0.88572925
574	0.04196444	0.9580355
575	0.7558255	0.24417445
576	0.78590274	0.2140973
577	0.019824224	0.9801758
578	0.6832473	0.31675264
579	0.44351625	0.55648375
580	0.25224602	0.7477539
581	0.7184524	0.28154758
582	0.1537025	0.84629756
583	0.53306484	0.4669352
584	0.1267591	0.8732409
585	0.10563607	0.89436394
586	0.122383244	0.8776168
587	0.81055856	0.18944153
588	0.5722249	0.42777514
589	0.47119617	0.5288038
590	0.41011438	0.58988565
591	0.72056496	0.27943504
592	0.15510263	0.84489745
593	0.20315014	0.79684985
594	0.014677343	0.9853226
595	0.075581945	0.9244181
596	0.041805826	0.9581942
597	0.10544802	0.89455205
598	0.5370516	0.4629484
599	0.1134675	0.8865325
600	0.07156604	0.92843395
601	0.14175536	0.8582446
602	0.1275662	0.8724338
603	0.6267973	0.37320262
604	0.37949285	0.6205071
605	0.073960334	0.92603964
606	0.18627957	0.8137204
607	0.1212375	0.8787625
608	0.67052466	0.32947537
609	0.3021674	0.6978326
610	0.17291051	0.8270895
611	0.14612477	0.8538753
612	0.15253733	0.8474627
613	0.75130343	0.2486966
614	0.1630133	0.8369867
615	0.17344692	0.8265531
